filename,duration
/app/chris/flowtron/tacotron2/waveglow/data/bible_data/train/Joshua_21-36.wav,5.09
/app/chris/flowtron/tacotron2/waveglow/data/bible_data/train/Corinthians(1)_15-3.wav,7.16
/app/chris/flowtron/tacotron2/waveglow/data/bible_data/train/Chronicles(1)_13-2.wav,18.89
/app/chris/flowtron/tacotron2/waveglow/data/bible_data/train/Chronicles(2)_32-8.wav,11.83
/app/chris/flowtron/tacotron2/waveglow/data/bible_data/train/Jeremiah_4-4.wav,15.49
/app/chris/flowtron/tacotron2/waveglow/data/bible_data/train/Thessalonians(1)_2-7.wav,5.17
/app/chris/flowtron/tacotron2/waveglow/data/bible_data/train/Matt_4-14.wav,4.05
/app/chris/flowtron/tacotron2/waveglow/data/bible_data/train/Isaiah_13-17.wav,7.99
/app/chris/flowtron/tacotron2/waveglow/data/bible_data/train/Ecclesiastes_1-10.wav,8.8
/app/chris/flowtron/tacotron2/waveglow/data/bible_data/train/Hebrews_9-22.wav,6.61
/app/chris/flowtron/tacotron2/waveglow/data/bible_data/train/Job_5-18.wav,4.91
/app/chris/flowtron/tacotron2/waveglow/data/bible_data/train/Luke_9-21.wav,3.06
/app/chris/flowtron/tacotron2/waveglow/data/bible_data/train/Psalm_7-13.wav,6.24
/app/chris/flowtron/tacotron2/waveglow/data/bible_data/train/Ezekiel_20-27.wav,12.56
/app/chris/flowtron/tacotron2/waveglow/data/bible_data/train/Samuel(1)_19-9.wav,9.12
/app/chris/flowtron/tacotron2/waveglow/data/bible_data/train/Jeremiah_49-23.wav,12.56
/app/chris/flowtron/tacotron2/waveglow/data/bible_data/train/Exodus_21-8.wav,12.51
/app/chris/flowtron/tacotron2/waveglow/data/bible_data/train/Chronicles(1)_9-41.wav,4.6
/app/chris/flowtron/tacotron2/waveglow/data/bible_data/train/Isaiah_38-21.wav,8.05
/app/chris/flowtron/tacotron2/waveglow/data/bible_data/train/Deuteronomy_10-1.wav,10.81
/app/chris/flowtron/tacotron2/waveglow/data/bible_data/train/Mark_8-8.wav,5.49
/app/chris/flowtron/tacotron2/waveglow/data/bible_data/train/Acts_21-36.wav,4.15
/app/chris/flowtron/tacotron2/waveglow/data/bible_data/train/Acts_27-30.wav,6.97
/app/chris/flowtron/tacotron2/waveglow/data/bible_data/train/Kings(1)_8-32.wav,11.55
/app/chris/flowtron/tacotron2/waveglow/data/bible_data/train/Chronicles(1)_6-66.wav,6.32
/app/chris/flowtron/tacotron2/waveglow/data/bible_data/train/Leviticus_13-27.wav,9.14
/app/chris/flowtron/tacotron2/waveglow/data/bible_data/train/John_12-44.wav,6.97
/app/chris/flowtron/tacotron2/waveglow/data/bible_data/train/Luke_7-12.wav,10.63
/app/chris/flowtron/tacotron2/waveglow/data/bible_data/train/Habakkuk_1-6.wav,9.53
/app/chris/flowtron/tacotron2/waveglow/data/bible_data/train/Deuteronomy_25-1.wav,10.79
/app/chris/flowtron/tacotron2/waveglow/data/bible_data/train/Corinthians(1)_15-55.wav,5.04
/app/chris/flowtron/tacotron2/waveglow/data/bible_data/train/Acts_2-14.wav,10.87
/app/chris/flowtron/tacotron2/waveglow/data/bible_data/train/Genesis_6-9.wav,11.73
/app/chris/flowtron/tacotron2/waveglow/data/bible_data/train/Jeremiah_7-14.wav,9.38
/app/chris/flowtron/tacotron2/waveglow/data/bible_data/train/Isaiah_13-5.wav,9.67
/app/chris/flowtron/tacotron2/waveglow/data/bible_data/train/Psalm_105-26.wav,3.84
/app/chris/flowtron/tacotron2/waveglow/data/bible_data/train/Job_28-22.wav,5.15
/app/chris/flowtron/tacotron2/waveglow/data/bible_data/train/Isaiah_46-11.wav,12.17
/app/chris/flowtron/tacotron2/waveglow/data/bible_data/train/Job_3-14.wav,5.28
/app/chris/flowtron/tacotron2/waveglow/data/bible_data/train/Exodus_30-24.wav,6.01
/app/chris/flowtron/tacotron2/waveglow/data/bible_data/train/Samuel(1)_27-6.wav,7.21
/app/chris/flowtron/tacotron2/waveglow/data/bible_data/train/Psalm_103-7.wav,4.73
/app/chris/flowtron/tacotron2/waveglow/data/bible_data/train/Prov_16-19.wav,6.16
/app/chris/flowtron/tacotron2/waveglow/data/bible_data/train/Numbers_25-7.wav,9.67
/app/chris/flowtron/tacotron2/waveglow/data/bible_data/train/Obadiah_1-5.wav,12.8
/app/chris/flowtron/tacotron2/waveglow/data/bible_data/train/Samuel(1)_23-22.wav,9.77
/app/chris/flowtron/tacotron2/waveglow/data/bible_data/train/Acts_28-13.wav,7.84
/app/chris/flowtron/tacotron2/waveglow/data/bible_data/train/Numbers_14-7.wav,8.93
/app/chris/flowtron/tacotron2/waveglow/data/bible_data/train/Luke_8-22.wav,10.21
/app/chris/flowtron/tacotron2/waveglow/data/bible_data/train/Psalm_30-2.wav,4.1
/app/chris/flowtron/tacotron2/waveglow/data/bible_data/train/Psalm_137-1.wav,6.58
/app/chris/flowtron/tacotron2/waveglow/data/bible_data/train/Isaiah_6-5.wav,13.43
/app/chris/flowtron/tacotron2/waveglow/data/bible_data/train/Esther_8-9.wav,29.15
/app/chris/flowtron/tacotron2/waveglow/data/bible_data/train/Numbers_26-47.wav,8.12
/app/chris/flowtron/tacotron2/waveglow/data/bible_data/train/Hebrews_13-14.wav,4.57
/app/chris/flowtron/tacotron2/waveglow/data/bible_data/train/Song_of_Solomon_5-12.wav,6.43
/app/chris/flowtron/tacotron2/waveglow/data/bible_data/train/Numbers_7-58.wav,2.22
/app/chris/flowtron/tacotron2/waveglow/data/bible_data/train/Leviticus_15-11.wav,11.96
/app/chris/flowtron/tacotron2/waveglow/data/bible_data/train/Psalm_65-11.wav,5.04
/app/chris/flowtron/tacotron2/waveglow/data/bible_data/train/Genesis_42-6.wav,11.05
/app/chris/flowtron/tacotron2/waveglow/data/bible_data/train/Exodus_9-24.wav,8.91
/app/chris/flowtron/tacotron2/waveglow/data/bible_data/train/Prov_30-33.wav,11.05
/app/chris/flowtron/tacotron2/waveglow/data/bible_data/train/Exodus_34-27.wav,8.93
/app/chris/flowtron/tacotron2/waveglow/data/bible_data/train/Romans_13-8.wav,5.93
/app/chris/flowtron/tacotron2/waveglow/data/bible_data/train/Chronicles(2)_20-37.wav,18.99
/app/chris/flowtron/tacotron2/waveglow/data/bible_data/train/Luke_3-25.wav,7.39
/app/chris/flowtron/tacotron2/waveglow/data/bible_data/train/Deuteronomy_14-1.wav,9.35
/app/chris/flowtron/tacotron2/waveglow/data/bible_data/train/Samuel(1)_1-13.wav,9.09
/app/chris/flowtron/tacotron2/waveglow/data/bible_data/train/Judges_9-52.wav,6.43
/app/chris/flowtron/tacotron2/waveglow/data/bible_data/train/Deuteronomy_12-21.wav,16.2
/app/chris/flowtron/tacotron2/waveglow/data/bible_data/train/Kings(1)_5-15.wav,7.18
/app/chris/flowtron/tacotron2/waveglow/data/bible_data/train/Timothy(2)_4-22.wav,5.51
/app/chris/flowtron/tacotron2/waveglow/data/bible_data/train/Psalm_66-10.wav,5.09
/app/chris/flowtron/tacotron2/waveglow/data/bible_data/train/Kings(1)_16-28.wav,7.44
/app/chris/flowtron/tacotron2/waveglow/data/bible_data/train/Philippians_2-1.wav,10.11
/app/chris/flowtron/tacotron2/waveglow/data/bible_data/train/Job_13-16.wav,5.77
/app/chris/flowtron/tacotron2/waveglow/data/bible_data/train/Isaiah_31-7.wav,9.3
/app/chris/flowtron/tacotron2/waveglow/data/bible_data/train/Lamentations_1-5.wav,12.46
/app/chris/flowtron/tacotron2/waveglow/data/bible_data/train/Romans_1-21.wav,9.53
/app/chris/flowtron/tacotron2/waveglow/data/bible_data/train/Numbers_4-27.wav,10.53
/app/chris/flowtron/tacotron2/waveglow/data/bible_data/train/Matt_26-36.wav,7.63
/app/chris/flowtron/tacotron2/waveglow/data/bible_data/train/Matt_13-30.wav,10.66
/app/chris/flowtron/tacotron2/waveglow/data/bible_data/train/Mark_14-5.wav,6.69
/app/chris/flowtron/tacotron2/waveglow/data/bible_data/train/Numbers_33-24.wav,4.21
/app/chris/flowtron/tacotron2/waveglow/data/bible_data/train/Judges_13-19.wav,10.11
/app/chris/flowtron/tacotron2/waveglow/data/bible_data/train/Psalm_22-26.wav,7.65
/app/chris/flowtron/tacotron2/waveglow/data/bible_data/train/Matt_11-11.wav,11.1
/app/chris/flowtron/tacotron2/waveglow/data/bible_data/train/Lamentations_4-6.wav,8.41
/app/chris/flowtron/tacotron2/waveglow/data/bible_data/train/Zephaniah_2-13.wav,7.71
/app/chris/flowtron/tacotron2/waveglow/data/bible_data/train/Leviticus_11-37.wav,5.72
/app/chris/flowtron/tacotron2/waveglow/data/bible_data/train/Chronicles(2)_23-9.wav,9.85
/app/chris/flowtron/tacotron2/waveglow/data/bible_data/train/Ezekiel_46-11.wav,11.7
/app/chris/flowtron/tacotron2/waveglow/data/bible_data/train/Ezekiel_22-9.wav,8.62
/app/chris/flowtron/tacotron2/waveglow/data/bible_data/train/Psalm_101-1.wav,7.63
/app/chris/flowtron/tacotron2/waveglow/data/bible_data/train/Jeremiah_48-3.wav,5.83
/app/chris/flowtron/tacotron2/waveglow/data/bible_data/train/Genesis_36-28.wav,3.74
/app/chris/flowtron/tacotron2/waveglow/data/bible_data/train/Psalm_107-42.wav,4.88
/app/chris/flowtron/tacotron2/waveglow/data/bible_data/train/Prov_20-30.wav,9.04
/app/chris/flowtron/tacotron2/waveglow/data/bible_data/train/Genesis_32-5.wav,8.72
/app/chris/flowtron/tacotron2/waveglow/data/bible_data/train/Kings(1)_4-21.wav,10.76
/app/chris/flowtron/tacotron2/waveglow/data/bible_data/train/Mark_13-11.wav,12.77
/app/chris/flowtron/tacotron2/waveglow/data/bible_data/train/Deuteronomy_22-15.wav,9.59
/app/chris/flowtron/tacotron2/waveglow/data/bible_data/train/Ezekiel_29-4.wav,12.77
/app/chris/flowtron/tacotron2/waveglow/data/bible_data/train/Samuel(1)_14-38.wav,7.81
/app/chris/flowtron/tacotron2/waveglow/data/bible_data/train/Jeremiah_11-21.wav,10.68
/app/chris/flowtron/tacotron2/waveglow/data/bible_data/train/John_3-10.wav,4.99
/app/chris/flowtron/tacotron2/waveglow/data/bible_data/train/Job_1-3.wav,14.6
/app/chris/flowtron/tacotron2/waveglow/data/bible_data/train/James_2-14.wav,6.66
/app/chris/flowtron/tacotron2/waveglow/data/bible_data/train/Corinthians(1)_3-15.wav,6.24
/app/chris/flowtron/tacotron2/waveglow/data/bible_data/train/Numbers_24-11.wav,8.44
/app/chris/flowtron/tacotron2/waveglow/data/bible_data/train/Acts_24-16.wav,5.49
/app/chris/flowtron/tacotron2/waveglow/data/bible_data/train/Joshua_5-2.wav,9.3
/app/chris/flowtron/tacotron2/waveglow/data/bible_data/train/Samuel(1)_7-8.wav,8.72
/app/chris/flowtron/tacotron2/waveglow/data/bible_data/train/Corinthians(1)_10-6.wav,6.53
/app/chris/flowtron/tacotron2/waveglow/data/bible_data/train/Peter(1)_4-18.wav,5.59
/app/chris/flowtron/tacotron2/waveglow/data/bible_data/train/Acts_20-1.wav,7.37
/app/chris/flowtron/tacotron2/waveglow/data/bible_data/train/Samuel(2)_16-4.wav,11.91
/app/chris/flowtron/tacotron2/waveglow/data/bible_data/train/Luke_2-20.wav,7.26
/app/chris/flowtron/tacotron2/waveglow/data/bible_data/train/Joshua_12-5.wav,13.58
/app/chris/flowtron/tacotron2/waveglow/data/bible_data/train/Genesis_46-25.wav,8.78
/app/chris/flowtron/tacotron2/waveglow/data/bible_data/train/Psalm_43-2.wav,7.78
/app/chris/flowtron/tacotron2/waveglow/data/bible_data/train/Jeremiah_18-23.wav,16.2
/app/chris/flowtron/tacotron2/waveglow/data/bible_data/train/Ephesians_6-21.wav,8.96
/app/chris/flowtron/tacotron2/waveglow/data/bible_data/train/Job_15-7.wav,4.99
/app/chris/flowtron/tacotron2/waveglow/data/bible_data/train/Kings(1)_14-1.wav,4.31
/app/chris/flowtron/tacotron2/waveglow/data/bible_data/train/Kings(2)_2-13.wav,6.87
/app/chris/flowtron/tacotron2/waveglow/data/bible_data/train/Numbers_10-13.wav,4.73
/app/chris/flowtron/tacotron2/waveglow/data/bible_data/train/Deuteronomy_4-5.wav,10.29
/app/chris/flowtron/tacotron2/waveglow/data/bible_data/train/Ezekiel_46-14.wav,14.0
/app/chris/flowtron/tacotron2/waveglow/data/bible_data/train/Jude_1-1.wav,9.61
/app/chris/flowtron/tacotron2/waveglow/data/bible_data/train/Luke_6-4.wav,8.86
/app/chris/flowtron/tacotron2/waveglow/data/bible_data/train/Judges_2-20.wav,11.7
/app/chris/flowtron/tacotron2/waveglow/data/bible_data/train/Numbers_34-19.wav,6.4
/app/chris/flowtron/tacotron2/waveglow/data/bible_data/train/Jeremiah_18-4.wav,9.33
/app/chris/flowtron/tacotron2/waveglow/data/bible_data/train/Romans_4-5.wav,6.82
/app/chris/flowtron/tacotron2/waveglow/data/bible_data/train/Deuteronomy_33-12.wav,11.26
/app/chris/flowtron/tacotron2/waveglow/data/bible_data/train/Numbers_4-19.wav,10.87
/app/chris/flowtron/tacotron2/waveglow/data/bible_data/train/Isaiah_27-7.wav,8.15
/app/chris/flowtron/tacotron2/waveglow/data/bible_data/train/Ezekiel_21-15.wav,12.2
/app/chris/flowtron/tacotron2/waveglow/data/bible_data/train/Revelation_14-11.wav,9.87
/app/chris/flowtron/tacotron2/waveglow/data/bible_data/train/Amos_4-8.wav,8.52
/app/chris/flowtron/tacotron2/waveglow/data/bible_data/train/Genesis_34-10.wav,6.64
/app/chris/flowtron/tacotron2/waveglow/data/bible_data/train/Acts_23-15.wav,11.65
/app/chris/flowtron/tacotron2/waveglow/data/bible_data/train/Ezekiel_12-19.wav,20.72
/app/chris/flowtron/tacotron2/waveglow/data/bible_data/train/Jeremiah_4-7.wav,13.27
/app/chris/flowtron/tacotron2/waveglow/data/bible_data/train/Chronicles(1)_2-46.wav,8.44
/app/chris/flowtron/tacotron2/waveglow/data/bible_data/train/Ezekiel_7-19.wav,18.73
/app/chris/flowtron/tacotron2/waveglow/data/bible_data/train/Leviticus_8-8.wav,5.75
/app/chris/flowtron/tacotron2/waveglow/data/bible_data/train/Galatians_2-17.wav,8.88
/app/chris/flowtron/tacotron2/waveglow/data/bible_data/train/Matt_10-30.wav,3.03
/app/chris/flowtron/tacotron2/waveglow/data/bible_data/train/Ephesians_2-2.wav,9.09
/app/chris/flowtron/tacotron2/waveglow/data/bible_data/train/Numbers_22-15.wav,4.81
/app/chris/flowtron/tacotron2/waveglow/data/bible_data/train/Corinthians(1)_2-8.wav,6.84
/app/chris/flowtron/tacotron2/waveglow/data/bible_data/train/Jeremiah_38-23.wav,13.69
/app/chris/flowtron/tacotron2/waveglow/data/bible_data/train/Chronicles(1)_15-29.wav,15.1
/app/chris/flowtron/tacotron2/waveglow/data/bible_data/train/Kings(1)_21-6.wav,14.18
/app/chris/flowtron/tacotron2/waveglow/data/bible_data/train/Numbers_15-10.wav,8.1
/app/chris/flowtron/tacotron2/waveglow/data/bible_data/train/Leviticus_26-15.wav,8.72
/app/chris/flowtron/tacotron2/waveglow/data/bible_data/train/Genesis_44-6.wav,3.89
/app/chris/flowtron/tacotron2/waveglow/data/bible_data/train/Isaiah_44-3.wav,10.29
/app/chris/flowtron/tacotron2/waveglow/data/bible_data/train/Psalm_38-17.wav,4.28
/app/chris/flowtron/tacotron2/waveglow/data/bible_data/train/Psalm_108-4.wav,5.85
/app/chris/flowtron/tacotron2/waveglow/data/bible_data/train/Kings(2)_9-29.wav,6.35
/app/chris/flowtron/tacotron2/waveglow/data/bible_data/train/Daniel_2-48.wav,10.97
/app/chris/flowtron/tacotron2/waveglow/data/bible_data/train/Joel_1-19.wav,7.89
/app/chris/flowtron/tacotron2/waveglow/data/bible_data/train/Prov_17-10.wav,6.5
/app/chris/flowtron/tacotron2/waveglow/data/bible_data/train/Revelation_5-6.wav,14.03
/app/chris/flowtron/tacotron2/waveglow/data/bible_data/train/Leviticus_21-17.wav,8.05
/app/chris/flowtron/tacotron2/waveglow/data/bible_data/train/Joshua_24-21.wav,5.02
/app/chris/flowtron/tacotron2/waveglow/data/bible_data/train/Timothy(1)_1-4.wav,7.89
/app/chris/flowtron/tacotron2/waveglow/data/bible_data/train/Prov_11-6.wav,6.37
/app/chris/flowtron/tacotron2/waveglow/data/bible_data/train/Prov_20-2.wav,7.5
/app/chris/flowtron/tacotron2/waveglow/data/bible_data/train/Chronicles(1)_24-29.wav,4.13
/app/chris/flowtron/tacotron2/waveglow/data/bible_data/train/Acts_21-37.wav,8.2
/app/chris/flowtron/tacotron2/waveglow/data/bible_data/train/Revelation_8-7.wav,11.55
/app/chris/flowtron/tacotron2/waveglow/data/bible_data/train/Psalm_22-6.wav,5.69
/app/chris/flowtron/tacotron2/waveglow/data/bible_data/train/John_14-16.wav,5.38
/app/chris/flowtron/tacotron2/waveglow/data/bible_data/train/Kings(2)_1-1.wav,4.47
/app/chris/flowtron/tacotron2/waveglow/data/bible_data/train/Job_31-3.wav,5.83
/app/chris/flowtron/tacotron2/waveglow/data/bible_data/train/Isaiah_10-3.wav,10.87
/app/chris/flowtron/tacotron2/waveglow/data/bible_data/train/Romans_11-6.wav,10.42
/app/chris/flowtron/tacotron2/waveglow/data/bible_data/train/Samuel(1)_1-24.wav,12.43
/app/chris/flowtron/tacotron2/waveglow/data/bible_data/train/Chronicles(2)_25-18.wav,17.48
/app/chris/flowtron/tacotron2/waveglow/data/bible_data/train/Joshua_16-5.wav,10.27
/app/chris/flowtron/tacotron2/waveglow/data/bible_data/train/Psalm_48-5.wav,4.91
/app/chris/flowtron/tacotron2/waveglow/data/bible_data/train/Nahum_2-6.wav,3.74
/app/chris/flowtron/tacotron2/waveglow/data/bible_data/train/Ezekiel_39-26.wav,10.55
/app/chris/flowtron/tacotron2/waveglow/data/bible_data/train/Nehemiah_7-7.wav,17.71
/app/chris/flowtron/tacotron2/waveglow/data/bible_data/train/Numbers_1-44.wav,9.04
/app/chris/flowtron/tacotron2/waveglow/data/bible_data/train/Job_12-9.wav,4.39
/app/chris/flowtron/tacotron2/waveglow/data/bible_data/train/Psalm_60-8.wav,7.65
/app/chris/flowtron/tacotron2/waveglow/data/bible_data/train/John_3-13.wav,6.56
/app/chris/flowtron/tacotron2/waveglow/data/bible_data/train/John_3-5.wav,8.91
/app/chris/flowtron/tacotron2/waveglow/data/bible_data/train/Galatians_6-16.wav,5.72
/app/chris/flowtron/tacotron2/waveglow/data/bible_data/train/Genesis_9-25.wav,6.4
/app/chris/flowtron/tacotron2/waveglow/data/bible_data/train/Romans_11-5.wav,5.69
/app/chris/flowtron/tacotron2/waveglow/data/bible_data/train/Leviticus_16-11.wav,11.08
/app/chris/flowtron/tacotron2/waveglow/data/bible_data/train/Kings(1)_5-12.wav,8.36
/app/chris/flowtron/tacotron2/waveglow/data/bible_data/train/John_5-22.wav,4.6
/app/chris/flowtron/tacotron2/waveglow/data/bible_data/train/Genesis_1-1.wav,4.94
/app/chris/flowtron/tacotron2/waveglow/data/bible_data/train/Kings(2)_23-36.wav,10.5
/app/chris/flowtron/tacotron2/waveglow/data/bible_data/train/Genesis_33-10.wav,12.83
/app/chris/flowtron/tacotron2/waveglow/data/bible_data/train/Judges_6-35.wav,11.0
/app/chris/flowtron/tacotron2/waveglow/data/bible_data/train/Ezekiel_23-29.wav,13.01
/app/chris/flowtron/tacotron2/waveglow/data/bible_data/train/Daniel_6-6.wav,8.41
/app/chris/flowtron/tacotron2/waveglow/data/bible_data/train/Genesis_24-32.wav,10.21
/app/chris/flowtron/tacotron2/waveglow/data/bible_data/train/Numbers_28-28.wav,8.18
/app/chris/flowtron/tacotron2/waveglow/data/bible_data/train/Leviticus_18-25.wav,6.58
/app/chris/flowtron/tacotron2/waveglow/data/bible_data/train/Numbers_9-10.wav,12.04
/app/chris/flowtron/tacotron2/waveglow/data/bible_data/train/John_8-59.wav,9.25
/app/chris/flowtron/tacotron2/waveglow/data/bible_data/train/Luke_17-15.wav,5.83
/app/chris/flowtron/tacotron2/waveglow/data/bible_data/train/John_12-30.wav,5.02
/app/chris/flowtron/tacotron2/waveglow/data/bible_data/train/Leviticus_24-20.wav,8.36
/app/chris/flowtron/tacotron2/waveglow/data/bible_data/train/Genesis_11-27.wav,11.18
/app/chris/flowtron/tacotron2/waveglow/data/bible_data/train/Psalm_30-4.wav,4.99
/app/chris/flowtron/tacotron2/waveglow/data/bible_data/train/Isaiah_11-5.wav,5.54
/app/chris/flowtron/tacotron2/waveglow/data/bible_data/train/Kings(1)_2-18.wav,4.81
/app/chris/flowtron/tacotron2/waveglow/data/bible_data/train/Psalm_69-5.wav,4.31
/app/chris/flowtron/tacotron2/waveglow/data/bible_data/train/Esther_7-9.wav,17.66
/app/chris/flowtron/tacotron2/waveglow/data/bible_data/train/Luke_15-22.wav,7.5
/app/chris/flowtron/tacotron2/waveglow/data/bible_data/train/Matt_15-22.wav,9.77
/app/chris/flowtron/tacotron2/waveglow/data/bible_data/train/John_7-49.wav,3.5
/app/chris/flowtron/tacotron2/waveglow/data/bible_data/train/Ezekiel_28-21.wav,4.55
/app/chris/flowtron/tacotron2/waveglow/data/bible_data/train/Nehemiah_3-32.wav,7.08
/app/chris/flowtron/tacotron2/waveglow/data/bible_data/train/Job_12-1.wav,2.14
/app/chris/flowtron/tacotron2/waveglow/data/bible_data/train/Acts_28-2.wav,7.63
/app/chris/flowtron/tacotron2/waveglow/data/bible_data/train/Isaiah_3-18.wav,7.58
/app/chris/flowtron/tacotron2/waveglow/data/bible_data/train/Job_27-1.wav,3.63
/app/chris/flowtron/tacotron2/waveglow/data/bible_data/train/Daniel_7-14.wav,14.34
/app/chris/flowtron/tacotron2/waveglow/data/bible_data/train/Esther_9-6.wav,4.99
/app/chris/flowtron/tacotron2/waveglow/data/bible_data/train/Jeremiah_42-13.wav,6.48
/app/chris/flowtron/tacotron2/waveglow/data/bible_data/train/Kings(1)_22-35.wav,11.52
/app/chris/flowtron/tacotron2/waveglow/data/bible_data/train/Revelation_17-4.wav,12.23
/app/chris/flowtron/tacotron2/waveglow/data/bible_data/train/Isaiah_10-21.wav,5.17
/app/chris/flowtron/tacotron2/waveglow/data/bible_data/train/Joel_2-27.wav,9.4
/app/chris/flowtron/tacotron2/waveglow/data/bible_data/train/Jeremiah_42-19.wav,9.17
/app/chris/flowtron/tacotron2/waveglow/data/bible_data/train/Timothy(1)_1-9.wav,14.73
/app/chris/flowtron/tacotron2/waveglow/data/bible_data/train/Leviticus_17-13.wav,13.04
/app/chris/flowtron/tacotron2/waveglow/data/bible_data/train/Psalm_71-21.wav,3.0
/app/chris/flowtron/tacotron2/waveglow/data/bible_data/train/Chronicles(2)_30-17.wav,11.57
/app/chris/flowtron/tacotron2/waveglow/data/bible_data/train/Kings(2)_19-1.wav,8.88
/app/chris/flowtron/tacotron2/waveglow/data/bible_data/train/Kings(1)_19-2.wav,11.73
/app/chris/flowtron/tacotron2/waveglow/data/bible_data/train/Hosea_6-10.wav,6.71
/app/chris/flowtron/tacotron2/waveglow/data/bible_data/train/Exodus_40-10.wav,7.44
/app/chris/flowtron/tacotron2/waveglow/data/bible_data/train/Jeremiah_52-31.wav,18.44
/app/chris/flowtron/tacotron2/waveglow/data/bible_data/train/Joshua_21-35.wav,4.83
/app/chris/flowtron/tacotron2/waveglow/data/bible_data/train/Deuteronomy_22-8.wav,9.17
/app/chris/flowtron/tacotron2/waveglow/data/bible_data/train/Esther_5-11.wav,13.01
/app/chris/flowtron/tacotron2/waveglow/data/bible_data/train/Psalm_20-7.wav,6.9
/app/chris/flowtron/tacotron2/waveglow/data/bible_data/train/Exodus_10-5.wav,14.47
/app/chris/flowtron/tacotron2/waveglow/data/bible_data/train/Psalm_118-16.wav,5.33
/app/chris/flowtron/tacotron2/waveglow/data/bible_data/train/Chronicles(2)_27-8.wav,6.35
/app/chris/flowtron/tacotron2/waveglow/data/bible_data/train/Jonah_4-10.wav,9.3
/app/chris/flowtron/tacotron2/waveglow/data/bible_data/train/Acts_4-34.wav,8.28
/app/chris/flowtron/tacotron2/waveglow/data/bible_data/train/Exodus_28-6.wav,8.91
/app/chris/flowtron/tacotron2/waveglow/data/bible_data/train/Acts_8-13.wav,8.31
/app/chris/flowtron/tacotron2/waveglow/data/bible_data/train/Daniel_4-26.wav,9.87
